date,average_price,total_volume,_4046,_4225,_4770,total_bags,type,year,geography
2016-09-18,2.18,3574.4,765.26,2809.14,0,8961.63,organic,2016,Philadelphia
2016-09-18,1,595974.4,377761.7,206297.7,11915.14,230764.4,conventional,2016,Phoenix/Tucson
2016-09-18,2.13,6065.76,2974.46,3091.3,0,1821.27,organic,2016,Phoenix/Tucson
2016-09-18,1.27,69731.82,28022.65,40377.82,1331.35,21566.81,conventional,2016,Pittsburgh
2016-09-18,1.51,1309.35,1152.56,156.79,0,6278.35,organic,2016,Pittsburgh
2016-09-18,0.94,285612.6,125312.4,146731.4,13568.76,317622.8,conventional,2016,Portland
2016-09-18,1.46,7597.38,4166.39,3430.99,0,17218.7,organic,2016,Portland
2016-09-18,1.27,190795.8,92754.42,82984.73,15056.66,87333.85,conventional,2016,Raleigh/Greensboro
2016-09-18,1.85,5798.03,209.13,5138.18,450.72,6333.3,organic,2016,Raleigh/Greensboro
2016-09-18,1.18,182121,99451.59,78464.91,4204.51,56727.84,conventional,2016,Richmond/Norfolk
2016-09-18,1.52,4356.51,109.45,3995.57,251.49,5348.99,organic,2016,Richmond/Norfolk
2016-09-18,1.06,96530.88,57840.6,38597.58,92.7,47741.85,conventional,2016,Roanoke
2016-09-18,1.52,3959.24,58.18,3901.06,0,4280.5,organic,2016,Roanoke
2016-09-18,1.39,363424.3,124962.9,234689.9,3771.58,44389.52,conventional,2016,Sacramento
2016-09-18,2.17,6741.95,1674.83,5064.47,2.65,353.55,organic,2016,Sacramento
2016-09-18,1.18,299671.7,147766.5,139189,12716.14,157525.6,conventional,2016,San Diego
2016-09-18,2.15,9485.42,1289.86,8195.56,0,788.94,organic,2016,San Diego
2016-09-18,1.5,732612,173635.1,549722.4,9254.46,80963.91,conventional,2016,San Francisco
2016-09-18,2.39,21295.11,1244.2,20050.91,0,2219.25,organic,2016,San Francisco
2016-09-18,1.03,274464.7,121884.7,150306.5,2273.45,311747.5,conventional,2016,Seattle
2016-09-18,1.59,10547.37,5284.83,5003.17,259.37,24457.33,organic,2016,Seattle
2016-09-18,1.12,222275.5,153617,62717.83,5940.65,109273.6,conventional,2016,South Carolina
2016-09-18,1.66,4329.57,479.32,3496.18,354.07,5136.42,organic,2016,South Carolina
2016-09-18,1.05,38518.17,17028.27,21111.25,378.65,36230.18,conventional,2016,Spokane
2016-09-18,1.51,813.27,549.78,263.49,0,1900.85,organic,2016,Spokane
2016-09-18,1.17,70115.7,46991.05,23066.01,58.64,77402.26,conventional,2016,St. Louis
2016-09-18,1.54,3256.85,2418.28,838.57,0,3483.39,organic,2016,St. Louis
2016-09-18,1.46,38595.75,2411.13,36168.63,15.99,17326.5,conventional,2016,Syracuse
2016-09-18,1.51,78.48,8.88,69.6,0,1875.49,organic,2016,Syracuse
2016-09-18,1.14,199462.8,132430.6,66929.62,102.58,145475.5,conventional,2016,Tampa
2016-09-18,1.35,41.3,28.2,13.1,0,3663.33,organic,2016,Tampa
2016-09-18,0.95,570303.8,471618.3,85785.47,12899.95,179627.7,conventional,2016,West Tex/New Mexico
2016-09-18,1.77,4051.09,1561.83,2483.57,5.69,6675.44,organic,2016,West Tex/New Mexico
2016-09-25,1.62,87127.61,7658.55,79425.81,43.25,9725.54,conventional,2016,Albany
2016-09-25,1.68,223.99,33.22,190.77,0,1795.72,organic,2016,Albany
2016-09-25,1.26,251762.9,174532.2,77098.81,131.95,183993.9,conventional,2016,Atlanta
2016-09-25,2.02,5968.46,1400.26,4568.2,0,1946.17,organic,2016,Atlanta
2016-09-25,1.58,496929.2,129774.3,347949.2,19205.77,181742.5,conventional,2016,Baltimore/Washington
2016-09-25,2.06,11634.61,538.08,10810.83,285.7,9899.03,organic,2016,Baltimore/Washington
2016-09-25,0.91,47421.14,39342.09,2342.03,5737.02,40135.99,conventional,2016,Boise
2016-09-25,1.39,417.32,3,414.32,0,1739.19,organic,2016,Boise
2016-09-25,1.53,385681.4,40864.15,338301.4,6515.89,97375.96,conventional,2016,Boston
2016-09-25,1.72,598.21,19.88,578.33,0,13306.32,organic,2016,Boston
2016-09-25,1.4,66590.22,4198.36,62355.89,35.97,67736.88,conventional,2016,Buffalo/Rochester
2016-09-25,1.6,218.38,33.41,184.97,0,1636.79,organic,2016,Buffalo/Rochester
2016-09-25,1.47,125199.8,54110.79,53593.58,17495.42,63931.73,conventional,2016,Charlotte
2016-09-25,1.8,4568.62,281.42,3611.15,676.05,3421.16,organic,2016,Charlotte
2016-09-25,1.8,477283.7,40600.81,337874.1,98808.73,76580.15,conventional,2016,Chicago
2016-09-25,2.05,24367.13,93.75,24273.38,0,2363.48,organic,2016,Chicago
2016-09-25,1.09,117367.6,3821.72,112149.6,1396.32,151437.8,conventional,2016,Cincinnati/Dayton
2016-09-25,1.35,7607.52,468.89,7138.63,0,8424.51,organic,2016,Cincinnati/Dayton
2016-09-25,1.14,109889.4,70129.37,37333.99,2426.04,42089.48,conventional,2016,Columbus
2016-09-25,1.3,4141.17,789.01,3352.16,0,8835.46,organic,2016,Columbus
2016-09-25,0.92,804591.1,574457.4,228335.9,1797.85,346198.3,conventional,2016,Dallas/Ft. Worth
2016-09-25,1.35,13091.43,11604.51,1486.92,0,6888.88,organic,2016,Dallas/Ft. Worth
2016-09-25,1.15,320021.3,135132,168060,16829.34,360925.2,conventional,2016,Denver
2016-09-25,1.72,11053.22,9350.55,1694.55,8.12,1274.72,organic,2016,Denver
2016-09-25,1.24,148697.5,89632.07,50863.12,8202.35,126239.8,conventional,2016,Detroit
2016-09-25,1.08,7626.44,786.55,6839.89,0,13937.69,organic,2016,Detroit
2016-09-25,1.55,82519.93,2757.72,75047.32,4714.89,55079.14,conventional,2016,Grand Rapids
2016-09-25,2.16,796.19,104.51,691.68,0,184.79,organic,2016,Grand Rapids
2016-09-25,1.37,157639.5,68045.46,89410.32,183.69,64379.9,conventional,2016,Harrisburg/Scranton
2016-09-25,1.91,358.14,175.79,157.45,24.9,6482.37,organic,2016,Harrisburg/Scranton
2016-09-25,1.63,168400.7,42274.18,125999.5,127.05,55991.24,conventional,2016,Hartford/Springfield
2016-09-25,2.34,3318.39,188.52,3116.08,13.79,6587.47,organic,2016,Hartford/Springfield
2016-09-25,0.96,732561,463607.6,266059.3,2894.23,295221.3,conventional,2016,Houston
2016-09-25,0.87,13885.67,13792.1,93.57,0,26899.2,organic,2016,Houston
2016-09-25,1.39,87816.8,16855.29,68404.44,2557.07,62987.8,conventional,2016,Indianapolis
2016-09-25,1.97,1554.38,177.86,1376.52,0,1452.69,organic,2016,Indianapolis
2016-09-25,1.26,79527.98,58289.9,21092.67,145.41,78666.12,conventional,2016,Jacksonville
2016-09-25,1.46,876.34,803.21,73.13,0,3374.51,organic,2016,Jacksonville
2016-09-25,1.2,149201.6,98373.06,44921.8,5906.75,93098.13,conventional,2016,Las Vegas
2016-09-25,2.91,3219.71,409.65,2810.06,0,884.26,organic,2016,Las Vegas
2016-09-25,1,1860500,1328969,468792.8,62737.86,1146574,conventional,2016,Los Angeles
2016-09-25,1.62,32305.64,7132.44,25173.2,0,29848.72,organic,2016,Los Angeles
2016-09-25,1.37,44109.17,1967.21,41728.53,413.43,31403.9,conventional,2016,Louisville
2016-09-25,1.81,1385.64,0,1385.64,0,342.13,organic,2016,Louisville
2016-09-25,1.43,359496.7,251034.9,108280.9,180.9,199055.5,conventional,2016,Miami/Ft. Lauderdale
2016-09-25,1.43,36.87,16.55,20.32,0,1004.44,organic,2016,Miami/Ft. Lauderdale
2016-09-25,1.16,100507.7,79738.2,20581.3,188.24,74261.25,conventional,2016,Nashville
2016-09-25,1.72,4033.79,501.43,3532.36,0,378.2,organic,2016,Nashville
2016-09-25,1.19,177661.4,141796,34973.15,892.33,87064.97,conventional,2016,New Orleans/Mobile
2016-09-25,1.5,147.67,147.67,0,0,3234.68,organic,2016,New Orleans/Mobile
2016-09-25,1.62,689629.6,121477.4,566149.9,2002.25,371503.3,conventional,2016,New York
2016-09-25,2.34,14683.59,3786.22,10296.42,600.95,17032.87,organic,2016,New York
2016-09-25,1.58,263369.1,23189.93,236473,3706.18,52029.94,conventional,2016,Northern New England
2016-09-25,1.51,323.32,2.45,320.87,0,14077.74,organic,2016,Northern New England
2016-09-25,1.4,177667,122725.6,54807.36,134.09,125141.9,conventional,2016,Orlando
2016-09-25,2.03,2443.78,2263.93,179.85,0,1541.45,organic,2016,Orlando
2016-09-25,1.54,209583.5,42044.86,166762.6,776.02,156621.9,conventional,2016,Philadelphia
2016-09-25,2.24,4075.7,781.53,3274.9,19.27,5445.09,organic,2016,Philadelphia
2016-09-25,1.04,574723.9,354470.2,208122.4,12131.33,237215.8,conventional,2016,Phoenix/Tucson
2016-09-25,2.47,4684.43,1536.63,3147.8,0,893.58,organic,2016,Phoenix/Tucson
2016-09-25,1.01,133221.8,62848.81,67362.99,3010.02,31956.49,conventional,2016,Pittsburgh
2016-09-25,1.53,1161.44,1032.78,128.66,0,7652.78,organic,2016,Pittsburgh
2016-09-25,0.87,262524.3,122350.4,123793.7,16380.23,431765.5,conventional,2016,Portland
2016-09-25,1.57,5868.61,2981.79,2886.82,0,9694.25,organic,2016,Portland
2016-09-25,1.35,174599.4,88405.04,70494.6,15699.74,80443.83,conventional,2016,Raleigh/Greensboro
2016-09-25,1.81,5490.11,226.31,4839.49,424.31,7317.57,organic,2016,Raleigh/Greensboro
2016-09-25,1.27,159562.7,88120.08,66843.58,4599,51228.61,conventional,2016,Richmond/Norfolk
2016-09-25,1.54,4146.82,105.92,3806.68,234.22,5891.05,organic,2016,Richmond/Norfolk
2016-09-25,1.07,90254.52,50868.03,39269.6,116.89,51876.07,conventional,2016,Roanoke
2016-09-25,1.34,3483.55,50.67,3432.88,0,6742.81,organic,2016,Roanoke
2016-09-25,1.34,368952,135264.6,230423.9,3263.5,51124.5,conventional,2016,Sacramento
2016-09-25,2.18,6501.07,1733.09,4758.69,9.29,257.84,organic,2016,Sacramento
2016-09-25,1.05,369503.7,217679.8,136015.1,15808.76,196586,conventional,2016,San Diego
2016-09-25,2.35,9093.85,734.45,8359.4,0,737.62,organic,2016,San Diego
2016-09-25,1.43,767859.3,210602.2,549378.3,7878.79,92687.39,conventional,2016,San Francisco
2016-09-25,2.35,18084.67,1004.39,17080.28,0,3196.25,organic,2016,San Francisco
2016-09-25,1.03,234846.4,101292.9,130310.4,3243.02,420580.1,conventional,2016,Seattle
2016-09-25,1.69,11061.68,3798.76,7157.62,105.3,18379.07,organic,2016,Seattle
2016-09-25,1.25,223652.8,148997.7,68555.28,6099.85,104071.2,conventional,2016,South Carolina
2016-09-25,1.81,4561.58,632.05,3622.72,306.81,3172.21,organic,2016,South Carolina
2016-09-25,1.09,37478.56,17514.92,19838.82,124.82,49375.04,conventional,2016,Spokane
2016-09-25,2.27,1212.29,299.91,912.38,0,525.41,organic,2016,Spokane
2016-09-25,1.06,101704,89034.64,12643.89,25.48,64183.63,conventional,2016,St. Louis
2016-09-25,1.5,2415.95,1707.38,708.57,0,3457.41,organic,2016,St. Louis
2016-09-25,1.54,41975.79,3272.01,38679.78,24,19376.46,conventional,2016,Syracuse
2016-09-25,1.6,97.67,0,97.67,0,1136.25,organic,2016,Syracuse
2016-09-25,1.37,207802.2,140782.8,66909.61,109.75,142173.7,conventional,2016,Tampa
2016-09-25,1.51,137.83,18.38,119.45,0,873.33,organic,2016,Tampa
2016-09-25,1.07,410390.5,334016.4,61710.24,14663.85,188232.8,conventional,2016,West Tex/New Mexico
2016-09-25,2.83,3707.83,652.27,3047.02,8.54,1276.93,organic,2016,West Tex/New Mexico
2016-10-02,1.51,61709.06,4109.22,57515.76,84.08,13771.2,conventional,2016,Albany
2016-10-02,1.73,191.56,51.93,139.63,0,2301.26,organic,2016,Albany
2016-10-02,1.26,251970.5,182418.3,69411.24,140.88,188074,conventional,2016,Atlanta
2016-10-02,2.29,6661.15,1714.94,4946.21,0,396.19,organic,2016,Atlanta
2016-10-02,1.66,479833.9,78716.77,381624.7,19492.51,192925.8,conventional,2016,Baltimore/Washington
2016-10-02,2.15,10616.79,482.96,9803.09,330.74,7672.49,organic,2016,Baltimore/Washington
2016-10-02,0.9,42819.72,27542.88,8194.14,7082.7,63439.79,conventional,2016,Boise
2016-10-02,1.33,409.45,0,409.45,0,2265.06,organic,2016,Boise
2016-10-02,1.59,366218.2,20871.74,340342.7,5003.77,92945.55,conventional,2016,Boston
2016-10-02,1.63,782.69,11.32,771.37,0,10425.57,organic,2016,Boston
2016-10-02,1.35,63967.08,1119.57,62757.12,90.39,68176.45,conventional,2016,Buffalo/Rochester
2016-10-02,1.55,217.33,10.75,206.58,0,993.94,organic,2016,Buffalo/Rochester
2016-10-02,1.48,115995,46364.75,52893.38,16736.92,62415.77,conventional,2016,Charlotte
2016-10-02,1.78,4796.98,262.02,3891.17,643.79,4112.5,organic,2016,Charlotte
2016-10-02,1.83,439507.3,37926.13,311085.7,90495.41,69708.54,conventional,2016,Chicago
2016-10-02,2.05,24150.27,100.4,24049.87,0,2997.22,organic,2016,Chicago
2016-10-02,1.03,110079.9,3206.27,105492.8,1380.85,170316.3,conventional,2016,Cincinnati/Dayton
2016-10-02,1.44,8529.32,458.81,8070.51,0,6446.32,organic,2016,Cincinnati/Dayton
2016-10-02,1.3,81878.31,54053.13,25747.7,2077.48,41422.05,conventional,2016,Columbus
2016-10-02,1.77,4966.05,570.03,4396.02,0,3314.61,organic,2016,Columbus
2016-10-02,0.95,722992.6,534106.8,186984,1901.89,310297.4,conventional,2016,Dallas/Ft. Worth
2016-10-02,1.42,14686.89,14245.66,441.23,0,6009.63,organic,2016,Dallas/Ft. Worth
2016-10-02,1.18,313788.2,124504.6,172835.7,16447.85,363283.7,conventional,2016,Denver
2016-10-02,1.79,12750.59,11038.28,1697.21,15.1,336.42,organic,2016,Denver
2016-10-02,1.25,140857.5,83699.68,49320.17,7837.66,126035,conventional,2016,Detroit
2016-10-02,1.74,8767.19,788.72,7978.47,0,1709.2,organic,2016,Detroit
2016-10-02,1.6,73444.77,1617.76,67660.2,4166.81,48646.77,conventional,2016,Grand Rapids
2016-10-02,2.1,836.02,97.63,738.39,0,286.67,organic,2016,Grand Rapids
2016-10-02,1.4,149136,42262.02,106682,191.99,65590.81,conventional,2016,Harrisburg/Scranton
2016-10-02,1.86,360.46,199.5,142.72,18.24,4291.06,organic,2016,Harrisburg/Scranton
2016-10-02,1.69,164035.8,17695.92,145719.4,620.47,52783.17,conventional,2016,Hartford/Springfield
2016-10-02,2.33,3237.42,61.79,3168.72,6.91,4091.49,organic,2016,Hartford/Springfield
2016-10-02,0.98,709649.8,446277,260176.7,3196.13,313380.5,conventional,2016,Houston
2016-10-02,0.81,14663.99,14646.38,17.61,0,28676.6,organic,2016,Houston
2016-10-02,1.31,83178.91,14488.94,66598.01,2091.96,63530.27,conventional,2016,Indianapolis
2016-10-02,1.9,1719.85,149.34,1570.51,0,1268.99,organic,2016,Indianapolis
2016-10-02,1.31,84036.26,54429.42,29513.01,93.83,75540.71,conventional,2016,Jacksonville
2016-10-02,2.24,1555.2,1454.6,92.32,8.28,435.41,organic,2016,Jacksonville
2016-10-02,1.22,144403.6,93430.04,45096.89,5876.68,102109.4,conventional,2016,Las Vegas
2016-10-02,3.03,2996.51,296.71,2699.8,0,718.2,organic,2016,Las Vegas
2016-10-02,1.06,1871512,1337603,471344.1,62565.39,994232.7,conventional,2016,Los Angeles
2016-10-02,1.52,33223.97,10357.01,22863.79,3.17,42889.02,organic,2016,Los Angeles
2016-10-02,1.24,38990.83,1351.94,37151.83,487.06,36013.49,conventional,2016,Louisville
2016-10-02,1.87,1357.25,4,1353.25,0,253.18,organic,2016,Louisville
2016-10-02,1.51,347566.3,221783.4,125422,360.91,192008.3,conventional,2016,Miami/Ft. Lauderdale
2016-10-02,1.49,29.49,10.5,18.99,0,443.33,organic,2016,Miami/Ft. Lauderdale
2016-10-02,1.15,91864.52,76163.23,15615.55,85.74,80890.73,conventional,2016,Nashville
2016-10-02,1.74,4373.3,546.56,3826.74,0,263.03,organic,2016,Nashville
2016-10-02,1.29,141477.2,108880.3,32258.23,338.69,73213.53,conventional,2016,New Orleans/Mobile
2016-10-02,1.72,144.78,144.78,0,0,1118.47,organic,2016,New Orleans/Mobile
2016-10-02,1.72,696241,33926.41,658467.1,3847.42,361689.7,conventional,2016,New York
2016-10-02,2.41,16553.35,3506.59,11530.82,1515.94,18989.73,organic,2016,New York
2021-01-17,1,27.86,27.86,0,0,12120.62,organic,2021,New orleans/Mobile
2021-04-04,1.33,35.84,35.84,0,0,26973.92,organic,2021,Orlando
2021-05-02,1.08,44.14,44.14,0,0,26567.24,organic,2021,Tampa
2021-01-10,1.02,46.83,46.83,0,0,13453.84,organic,2021,New orleans/Mobile
2021-04-11,1.1,46.9,46.9,0,0,27840.39,organic,2021,Tampa
2021-05-09,1.32,52.98,52.99,0,0,33730.49,organic,2021,Orlando
2021-02-28,0.99,54.45,54.44,0,0,24169.68,organic,2021,Tampa
2021-01-04,1.03,55.22,55.23,0,0,9859.26,organic,2021,New orleans/Mobile
2021-04-18,1.1,55.51,55.52,0,0,28057.49,organic,2021,Tampa
2021-04-25,1.28,56.19,56.18,0,0,33807.4,organic,2021,Orlando
2021-03-28,1.3,56.77,56.77,0,0,28825.53,organic,2021,Orlando
2021-05-02,1.27,57.25,57.24,0,0,30526.32,organic,2021,Orlando
2021-03-28,1.11,57.88,57.88,0,0,28624.12,organic,2021,Tampa
2021-02-21,0.95,58.4,58.4,0,0,25640.12,organic,2021,Tampa
2021-05-16,1.14,59.19,59.19,0,0,30256.64,organic,2021,Tampa
2021-04-25,1.08,59.8,59.8,0,0,32361.28,organic,2021,Tampa
2021-04-04,1.11,60.74,60.74,0,0,26127.27,organic,2021,Tampa
2021-12-12,0.9,61.6,61.59,0,0,71033.1,organic,2021,Orlando
2021-03-14,0.99,62.35,62.35,0,0,28865.89,organic,2021,Tampa
2021-03-21,1.07,62.89,62.9,0,0,25946.73,organic,2021,Tampa
2021-04-18,1.33,63.86,63.86,0,0,30345.82,organic,2021,Orlando
2021-05-16,1.37,65.03,65.03,0,0,29829.18,organic,2021,Orlando
2021-11-07,0.83,68.29,68.28,0,0,62201.86,organic,2021,Orlando
2021-05-09,1.11,69.97,69.97,0,0,30480.95,organic,2021,Tampa
2021-12-19,0.9,70.15,70.16,0,0,73192.86,organic,2021,Orlando
2021-03-07,1,70.63,70.63,0,0,28047.26,organic,2021,Tampa
2021-12-19,0.87,72.39,72.38,0,0,67664.32,organic,2021,Tampa
2021-03-14,1.16,72.79,72.79,0,0,27272.5,organic,2021,Orlando
2021-10-24,0.92,72.85,72.85,0,0,67646.66,organic,2021,Orlando
2021-11-14,0.81,74.39,74.38,0,0,64996.71,organic,2021,Orlando
2021-02-21,1.11,75.21,75.21,0,0,26358.9,organic,2021,Orlando
2021-01-10,1.03,77.93,77.93,0,0,29665.75,organic,2021,Orlando
2021-12-12,0.86,78.64,78.64,0,0,64593.83,organic,2021,Tampa
2021-01-31,0.92,81.93,81.94,0,0,25150.27,organic,2021,Tampa
2021-03-21,1.3,82.53,82.53,0,0,28097.1,organic,2021,Orlando
2021-02-14,1.11,83.69,83.69,0,0,27035.47,organic,2021,Orlando
2021-12-26,0.87,85.09,85.08,0,0,63279.41,organic,2021,Tampa
2021-05-23,1.19,86.72,86.71,0,0,44131.45,organic,2021,Orlando
2021-12-26,0.92,87.9,87.9,0,0,63374.97,organic,2021,Orlando
2021-04-11,1.35,89.19,89.19,0,0,31669.14,organic,2021,Orlando
2021-05-30,1.13,90.37,90.36,0,0,35741,organic,2021,Tampa
2021-10-31,0.85,93.3,93.3,0,0,67432.64,organic,2021,Tampa
2021-02-07,0.83,93.94,93.94,0,0,29507.79,organic,2021,Tampa
2021-10-17,0.89,95.04,95.04,0,0,52935.99,organic,2021,Tampa
2021-11-14,0.8,96.12,96.12,0,0,65194.94,organic,2021,Tampa
2021-02-07,1.03,96.76,96.75,0,0,27143.91,organic,2021,Orlando
2021-01-31,1.08,97.43,97.43,0,0,26070.48,organic,2021,Orlando
2021-12-05,0.85,97.81,97.81,0,0,69747.25,organic,2021,Tampa
2021-01-10,0.91,101.83,101.84,0,0,29616.74,organic,2021,Tampa
2021-03-07,1.19,104.34,104.34,0,0,28587.93,organic,2021,Orlando
2021-06-06,1.33,104.37,104.37,0,0,31627.94,organic,2021,Orlando
2021-07-18,1.32,106.17,106.17,0,0,19112.75,organic,2021,Tampa
2021-01-17,0.9,111.4,111.4,0,0,28718.47,organic,2021,Tampa
2021-01-17,1.03,111.89,111.88,0,0,29322.45,organic,2021,Orlando
2021-07-25,1.47,112.82,112.81,0,0,25599.04,organic,2021,Orlando
2021-07-25,1.4,113.36,113.36,0,0,18695.02,organic,2021,Tampa
2021-01-24,1.05,115.01,115.01,0,0,26906.46,organic,2021,Orlando
2021-11-21,0.9,115.26,115.25,0,0,60929.84,organic,2021,Orlando
2021-02-14,0.95,115.4,115.4,0,0,23804.87,organic,2021,Tampa
2021-04-04,1.31,115.56,115.55,0,0,40422.18,organic,2021,Miami/Ft. Lauderdale
2021-10-17,0.96,115.84,115.84,0,0,54351.75,organic,2021,Orlando
2021-03-07,1.15,116.46,116.46,0,0,44004.75,organic,2021,Miami/Ft. Lauderdale
2021-08-08,1.48,117.74,117.73,0,0,23527.96,organic,2021,Orlando
2021-01-04,0.91,118.25,118.25,0,0,27375.61,organic,2021,Tampa
2021-08-01,1.49,120.81,120.81,0,0,20819.68,organic,2021,Orlando
2021-11-07,0.9,131.67,131.67,0,0,73512.58,organic,2021,Miami/Ft. Lauderdale
2021-11-07,0.81,132.34,132.33,0,0,59622.39,organic,2021,Tampa
2021-05-23,0.99,132.43,132.44,0,0,48503.87,organic,2021,Tampa
2021-08-15,1.41,132.58,132.57,0,0,22514.67,organic,2021,Tampa
2021-03-21,1.24,137.18,137.18,0,0,46139.4,organic,2021,Miami/Ft. Lauderdale
2021-02-21,1.09,137.7,137.7,0,0,44090.01,organic,2021,Miami/Ft. Lauderdale
2021-08-15,1.53,142.36,142.37,0,0,26139.74,organic,2021,Orlando
2021-04-25,1.34,142.53,142.53,0,0,50093.4,organic,2021,Miami/Ft. Lauderdale
2021-10-24,1.08,144.38,144.38,0,0,66937.99,organic,2021,Miami/Ft. Lauderdale
2021-08-08,1.37,150.13,150.13,0,0,17259.54,organic,2021,Tampa
2021-03-28,1.29,151.66,151.66,0,0,43962.33,organic,2021,Miami/Ft. Lauderdale
2021-01-04,1.03,153.41,153.41,0,0,27146.26,organic,2021,Orlando
2021-10-31,0.89,155.3,155.3,0,0,70266.56,organic,2021,Orlando
2021-01-04,1.05,155.69,155.69,0,0,34872.42,organic,2021,Miami/Ft. Lauderdale
2021-10-10,0.87,155.79,155.79,0,0,62571.36,organic,2021,Orlando
2021-06-13,1.15,157.15,157.15,0,0,30649.83,organic,2021,Tampa
2021-08-22,1.59,160.21,160.21,0,0,26065.35,organic,2021,Orlando
2021-01-24,0.93,160.87,160.87,0,0,27396.05,organic,2021,Tampa
2021-10-03,0.93,163.21,163.22,0,0,51982.37,organic,2021,Tampa
2021-06-13,1.38,163.56,163.55,0,0,31955.59,organic,2021,Orlando
2021-10-10,0.84,163.68,163.68,0,0,59361.04,organic,2021,Tampa
2021-09-12,1.25,164.01,164,0,0,25816.47,organic,2021,Orlando
2021-08-22,1.49,165.39,165.39,0,0,20655.57,organic,2021,Tampa
2021-09-19,1.81,165.52,165.53,0,0,19284.3,organic,2021,Orlando
2021-08-29,1.35,167.15,167.15,0,0,27098.01,organic,2021,Tampa
2021-09-05,1.38,171.76,171.76,0,0,35036.67,organic,2021,Orlando
2021-12-05,0.9,172.88,172.89,0,0,69916.55,organic,2021,Orlando
2021-09-19,1.7,176.29,176.29,0,0,18438.91,organic,2021,Tampa
2021-09-26,1.08,185.66,185.66,0,0,31989.47,organic,2021,Tampa
2021-09-12,1.22,187.87,187.86,0,0,24920.64,organic,2021,Tampa
2021-10-03,0.99,192.35,192.35,0,0,56037.9,organic,2021,Orlando
2021-05-30,1.34,198.2,198.19,0,0,62795.07,organic,2021,Miami/Ft. Lauderdale
2021-10-17,1.09,200.96,200.96,0,0,52241.32,organic,2021,Miami/Ft. Lauderdale
2021-06-06,1.33,205.51,205.51,0,0,51473.55,organic,2021,Miami/Ft. Lauderdale
2021-08-29,1.38,218.48,218.48,0,0,31912.59,organic,2021,Orlando
2021-01-31,1.08,226.08,226.07,0,0,41876.57,organic,2021,Miami/Ft. Lauderdale
2021-07-25,1.54,230.01,230.02,0,0,35028.4,organic,2021,Miami/Ft. Lauderdale
2021-01-24,1.07,268.25,268.24,0,0,42497.52,organic,2021,Miami/Ft. Lauderdale
2021-09-05,1.73,270.03,270.03,0,0,1062.6,organic,2021,Wichita
2021-11-28,0.82,277.89,277.89,0,0,55056.74,organic,2021,Tampa
2021-08-08,1.52,286.94,286.95,0,0,36573.53,organic,2021,Miami/Ft. Lauderdale
2021-09-26,1.7,288.76,288.77,0,0,858.38,organic,2021,Wichita
2021-06-13,1.35,289.26,289.27,0,0,50600.41,organic,2021,Miami/Ft. Lauderdale
2021-08-01,1.56,289.31,289.32,0,0,34784.84,organic,2021,Miami/Ft. Lauderdale
2021-10-10,0.93,308.98,308.98,0,0,73637.78,organic,2021,Miami/Ft. Lauderdale
2021-08-29,1.42,351.29,351.29,0,0,50920.04,organic,2021,Miami/Ft. Lauderdale
2021-05-02,1.64,384.75,380.43,0,4.32,1128.23,organic,2021,Wichita
2021-08-08,1.64,383.81,383.81,0,0,759.15,organic,2021,Wichita
2021-11-28,1.63,645.58,645.57,0,0,4999.04,organic,2021,Pittsburgh
2021-12-19,1.62,773.74,773.73,0,0,4832.61,organic,2021,Pittsburgh
2021-10-31,1.25,1679.13,1679.13,0,0,5897.44,organic,2021,Pittsburgh
2021-01-24,1.37,1920.53,1920.53,0,0,8107.08,organic,2021,Pittsburgh
2021-05-30,1.44,2009.13,2009.13,0,0,10088.66,organic,2021,Pittsburgh
2021-08-29,1.7,2287.55,2287.55,0,0,7132.83,organic,2021,Pittsburgh
2021-10-24,1.71,2299.64,2299.64,0,0,6257.51,organic,2021,Pittsburgh
2021-05-23,1.35,2629.54,2629.54,0,0,10172.75,organic,2021,Pittsburgh
2021-08-22,1.65,2853.72,2853.72,0,0,6894.94,organic,2021,Pittsburgh
2021-04-11,1.27,2983.12,2983.12,0,0,10872.85,organic,2021,Pittsburgh
2021-01-17,1.28,3116.34,3116.34,0,0,9092.77,organic,2021,Pittsburgh
2021-09-26,1.22,3130.94,3130.94,0,0,4396.68,organic,2021,Pittsburgh
2021-08-01,1.81,5163.83,5163.84,0,0,7501.07,organic,2021,Houston
2021-01-10,1.47,5624.17,5624.17,0,0,3456.99,organic,2021,Houston
2021-06-06,1.11,99.52,98.47,1.05,0,31639.11,organic,2021,Tampa
2021-06-13,1.84,311.82,310.74,1.08,0,803.12,organic,2021,Wichita
2021-05-23,1.28,153.19,152.05,1.13,0,64083.17,organic,2021,Miami/Ft. Lauderdale
2021-12-12,0.96,215.99,214.86,1.13,0,91868.19,organic,2021,Miami/Ft. Lauderdale
2021-08-22,1.59,294.99,293.86,1.13,0,42715.51,organic,2021,Miami/Ft. Lauderdale
2021-03-14,1.17,131.69,130.55,1.14,0,46166.56,organic,2021,Miami/Ft. Lauderdale
2021-02-28,1.13,198.4,197.25,1.14,0,44366.31,organic,2021,Miami/Ft. Lauderdale
2021-02-14,1.11,387.73,386.59,1.14,0,41645.71,organic,2021,Miami/Ft. Lauderdale
2021-12-26,1.48,731.45,730.1,1.35,0,3797.64,organic,2021,Pittsburgh
2021-12-12,1.63,709.15,707.77,1.38,0,5620.82,organic,2021,Pittsburgh
